SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,ReportCategory,ReportSubGroup,AttendanceRate
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2341,Mann Elementary School,Students with Disabilities,Students without IEP,78.96
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2341,Mann Elementary School,English Learners,Not English Learners,78.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2341,Mann Elementary School,Economically Disadvantaged,Not Economically Disadvantaged,83.81
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,3,66.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,2,63.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,4,66.02
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Homeless,Homeless,54.06
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Migrant Status,Not Migrant,66.85
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Economically Disadvantaged,Economically Disadvantaged,66.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,All,66.85
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,5,72.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Ethnicity,"Black, not of Hispanic origin",66.77
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,1,60.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Students with Disabilities,Students with Disabilities,70.54
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Gender,Male,65.54
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Homeless,Not Homeless,67.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,0,66.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,6,70.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Gender,Female,68.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Students with Disabilities,Students without IEP,66.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,English Learners,Not English Learners,66.85
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,8,69.84
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Economically Disadvantaged,Not Economically Disadvantaged,73.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2377,Law Elementary School,Grade,7,70.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,7,86.61
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Economically Disadvantaged,Not Economically Disadvantaged,89.67
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,8,86.72
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,English Learners,Not English Learners,83.61
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Students with Disabilities,Students without IEP,84.18
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Ethnicity,Hispanic,87.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,English Learners,English Learners,90.7
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Gender,Female,84.55
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,6,82.91
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,0,82.13
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Homeless,Not Homeless,84.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Gender,Male,83.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Students with Disabilities,Students with Disabilities,83.98
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,1,83.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Ethnicity,"Black, not of Hispanic origin",83.88
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,5,87.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,All,84.15
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Economically Disadvantaged,Economically Disadvantaged,83.02
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Migrant Status,Not Migrant,84.15
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,4,84.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,2,85.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2383,Mark Twain Elementary-Middle School,Grade,3,77.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,8,77.83
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,7,77.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Economically Disadvantaged,Not Economically Disadvantaged,77.47
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,English Learners,Not English Learners,75.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Students with Disabilities,Students without IEP,76.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Gender,Female,77.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,6,75.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Homeless,Not Homeless,75.95
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Gender,Male,74.53
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Students with Disabilities,Students with Disabilities,73.47
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,0,74.83
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,1,76.83
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Ethnicity,"Black, not of Hispanic origin",75.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,5,73.82
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,All,75.77
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,2,74.56
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Economically Disadvantaged,Economically Disadvantaged,75.66
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Migrant Status,Not Migrant,75.77
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Homeless,Homeless,67.66
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,4,75.11
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Grade,3,75.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2390,Marquette Elementary-Middle School,Ethnicity,Native Hawaiian or Other Pacific Islander,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,8,76.59
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,7,80.16
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Economically Disadvantaged,Not Economically Disadvantaged,81.58
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Students with Disabilities,Students without IEP,76.81
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,English Learners,Not English Learners,76.94
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Ethnicity,Native Hawaiian or Other Pacific Islander,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Gender,Female,79.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,0,75.34
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,6,80.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Homeless,Not Homeless,77.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Gender,Male,75
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Students with Disabilities,Students with Disabilities,77.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Ethnicity,"Black, not of Hispanic origin",76.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,1,72.44
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,5,79.68
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,All,76.95
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,2,76.87
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Economically Disadvantaged,Economically Disadvantaged,76.53
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Homeless,Homeless,71.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Migrant Status,Not Migrant,76.95
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,4,76.8
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2431,Mason Elementary School,Grade,3,75.5
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Economically Disadvantaged,Not Economically Disadvantaged,91.97
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Students with Disabilities,Students without IEP,89.13
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Ethnicity,Hispanic,91.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,English Learners,Not English Learners,84.23
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Grade,0,85.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Gender,Female,88.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,English Learners,English Learners,92.12
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Homeless,Not Homeless,89.3
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Gender,Male,89.88
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Students with Disabilities,Students with Disabilities,90.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Ethnicity,"Black, not of Hispanic origin",86.53
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Grade,1,87.98
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Grade,5,89.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Grade,2,89.95
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Grade,All,89.27
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Economically Disadvantaged,Economically Disadvantaged,88.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Ethnicity,Two or More Races,76.87
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Grade,4,91.58
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Migrant Status,Not Migrant,89.27
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Ethnicity,"White, not of Hispanic origin",79.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2448,Maybury Elementary School,Grade,3,91.75
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Economically Disadvantaged,Not Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Students with Disabilities,Students without IEP,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,English Learners,Not English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Gender,Female,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Homeless,Not Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Gender,Male,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Students with Disabilities,Students with Disabilities,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Ethnicity,"Black, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Grade,All,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Grade,10,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Grade,12,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Economically Disadvantaged,Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Migrant Status,Not Migrant,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2461,Breithaupt Career and Technical Center,Grade,11,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Economically Disadvantaged,Not Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Students with Disabilities,Students without IEP,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,English Learners,Not English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Gender,Female,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Homeless,Not Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Gender,Male,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Grade,10,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Ethnicity,"Black, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Grade,12,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Grade,11,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Economically Disadvantaged,Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Grade,All,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2465,Randolph Career and Technical Center,Migrant Status,Not Migrant,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Migrant Status,Not Migrant,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Economically Disadvantaged,Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Grade,12,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Grade,11,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Grade,All,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Ethnicity,"Black, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Students with Disabilities,Students with Disabilities,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Gender,Male,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Homeless,Not Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Gender,Female,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,English Learners,Not English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Students with Disabilities,Students without IEP,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2479,Golightly Career and Technical  Center,Economically Disadvantaged,Not Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Migrant Status,Not Migrant,75.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Homeless,Homeless,73.47
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Economically Disadvantaged,Economically Disadvantaged,74.57
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Grade,11,76.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Grade,12,72.12
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Grade,All,75.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Ethnicity,"Black, not of Hispanic origin",75.73
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Students with Disabilities,Students with Disabilities,73.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Gender,Male,76.07
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Grade,10,77.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Homeless,Not Homeless,75.66
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Gender,Female,75.2
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,English Learners,Not English Learners,75.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Grade,9,75.36
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Students with Disabilities,Students without IEP,76.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,Economically Disadvantaged,Not Economically Disadvantaged,80.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,3,88.83
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,4,88.55
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Ethnicity,"White, not of Hispanic origin",79.44
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Migrant Status,Not Migrant,87.33
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Economically Disadvantaged,Economically Disadvantaged,87.36
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,2,90.5
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,All,87.33
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Ethnicity,Two or More Races,79.6
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,5,87.81
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Ethnicity,"Black, not of Hispanic origin",85.51
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,1,85.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Students with Disabilities,Students with Disabilities,87.75
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Gender,Male,86.87
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Homeless,Not Homeless,87.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,6,85.87
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,0,84.57
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Gender,Female,87.89
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,English Learners,English Learners,89.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Ethnicity,Hispanic,88.82
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Students with Disabilities,Students without IEP,87.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,English Learners,Not English Learners,83.8
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Economically Disadvantaged,Not Economically Disadvantaged,87.05
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,8,87.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2669,Neinas Dual Language Learning Academy,Grade,7,86.56
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,8,83.49
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,7,83.5
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Economically Disadvantaged,Not Economically Disadvantaged,84.96
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,English Learners,Not English Learners,82.59
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Students with Disabilities,Students without IEP,82.88
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,0,83.4
